"weight";"word";"color";"url"
"12";"12th";"";""
"12";"13";"";""
"12";"14";"";""
"12";"abhik";"";""
"12";"adopted";"";""
"12";"allow";"";""
"12";"annual";"";""
"12";"artifacts";"";""
"12";"assume";"";""
"12";"assuming";"";""
"12";"auc";"";""
"12";"become";"";""
"12";"big";"";""
"12";"called";"";""
"12";"capture";"";""
"12";"challenges";"";""
"12";"children";"";""
"12";"classification";"";""
"12";"classifier";"";""
"12";"classifiers";"";""
"12";"clones";"";""
"12";"commitment";"";""
"12";"comprehensive";"";""
"12";"context-aware";"";""
"12";"contextual";"";""
"12";"contract-based";"";""
"12";"defect";"";""
"12";"depth";"";""
"12";"f1-measure";"";""
"12";"fonds";"";""
"12";"former";"";""
"12";"gener";"";""
"12";"generates";"";""
"12";"half";"";""
"12";"haoye";"";""
"12";"identification";"";""
"12";"industry";"";""
"12";"interests";"";""
"12";"investigates";"";""
"12";"irrelevant";"";""
"12";"khurshid";"";""
"12";"lam";"";""
"12";"levels";"";""
"12";"library";"";""
"12";"locus";"";""
"12";"logic";"";""
"12";"matches";"";""
"12";"ment";"";""
"12";"msr";"";""
"12";"nam";"";""
"12";"needs";"";""
"12";"original";"";""
"12";"performs";"";""
"12";"ph.d";"";""
"12";"point";"";""
"12";"pre";"";""
"12";"production";"";""
"12";"publicly";"";""
"12";"range";"";""
"12";"release";"";""
"12";"relevance";"";""
"12";"represented";"";""
"12";"retrieved";"";""
"12";"revealed";"";""
"12";"runtime";"";""
"12";"santa";"";""
"12";"scalable";"";""
"12";"semantics";"";""
"12";"seven";"";""
"12";"song";"";""
"12";"speci(cid:27)c";"";""
"12";"spectrum";"";""
"12";"start";"";""
"12";"state-of-the";"";""
"12";"statically";"";""
"12";"sub-tokens";"";""
"12";"syntactically";"";""
"12";"taken";"";""
"12";"targeted";"";""
"12";"thung";"";""
"12";"top-5";"";""
"12";"transform";"";""
"12";"updating";"";""
"12";"var";"";""
"12";"word2vec";"";""
"12";"worse";"";""
"12";"ﬁnal";"";""
"11";"15th";"";""
"11";"1st";"";""
"11";"achieve";"";""
"11";"add";"";""
"11";"analyzed";"";""
"11";"applies";"";""
"11";"apr-generated";"";""
"11";"assumptions";"";""
"11";"ated";"";""
"11";"besides";"";""
"11";"c15/is/9964569";"";""
"11";"category";"";""
"11";"cause";"";""
"11";"characters";"";""
"11";"checker";"";""
"11";"cid:27)xes";"";""
"11";"cid:27)xing";"";""
"11";"classes";"";""
"11";"classical";"";""
"11";"cmc";"";""
"11";"coding";"";""
"11";"committed";"";""
"11";"constructed";"";""
"11";"control";"";""
"11";"convention";"";""
"11";"conventions";"";""
"11";"copy";"";""
"11";"days";"";""
"11";"decisions";"";""
"11";"del";"";""
"11";"denote";"";""
"11";"designed";"";""
"11";"devanbu";"";""
"11";"diffs";"";""
"11";"discussions";"";""
"11";"earl";"";""
"11";"efforts";"";""
"11";"embedded";"";""
"11";"extensive";"";""
"11";"fails";"";""
"11";"fewer";"";""
"11";"fielddeclaration";"";""
"11";"filtering";"";""
"11";"final";"";""
"11";"follow";"";""
"11";"functionality";"";""
"11";"goal";"";""
"11";"highest";"";""
"11";"highlighting";"";""
"11";"histories";"";""
"11";"identifier";"";""
"11";"inappropriate";"";""
"11";"industrial";"";""
"11";"intelligence";"";""
"11";"inter";"";""
"11";"jalali";"";""
"11";"label";"";""
"11";"lack";"";""
"11";"layer";"";""
"11";"locating";"";""
"11";"logistic";"";""
"11";"marked";"";""
"11";"motivation";"";""
"11";"muller";"";""
"11";"noisy";"";""
"11";"num";"";""
"11";"oct";"";""
"11";"patching";"";""
"11";"platform";"";""
"11";"principles";"";""
"11";"processed";"";""
"11";"publication";"";""
